customer_id,first_name,last_name,email,phone,street_address,city,postal_code,country,sign_up_date,lease_start,lease_end,unit_id,unit_size,monthly_fee,payment_status,last_payment_date,notes
C101795,Henry,Williams,henrywi@outlook.com,798922376,Baker St 66,Leiden,3629 AA,Nederland,29/12/2025,20200821,29/03/2022,423A,4 sqm,374.98,Overdue,16.02.2023,Pays cash
C100662,Olivia,Hernandez,olivia64@yahoo.com,06-06231543,Baker St 158,Eindhoven,2709 B,Nederland,29.01.2023,27.09.2024,08/02/2023,U1137,unknown,106.89,paid,31/12/2025,Moved out
C102096,Benjamin,Moore,bmoore@yahoo.com,PHONE184,Oudeweg 89,Leiden,9930 AB,Ned.,02-01-2019,20240407,16.03.2026,#331,5m2,71.18,paid,2019/09/04,Prefers email
C101711,Alexander,Gonzalez,alexandergo@hotmail.com,06-77816233,Market Rd 89,Leiden,3218 AB,NL,20170620,2025/09/08,2023/06/12,338A,6 sqm,56.29,PAID,05-Sep-2018,Moved out
C100977,Mia,Wilson,mwilson@yahoo.com,PHONE104,Hoofdstraat 159,Leiden,2626 B,Ned.,2023-06-22,2016-05-18,2023-12-27,Unit 283,6 sqm,260.0,late,2025/12/24,Key lost
C101571,Olivia,Garcia,olivia.garcia@gmail.com,06-79122504,Baker St 38,Haarlem,4604,NL,20220503,20250508,08-21-2018,U1418,unknown,283.07000000000005,overdue,09.01.2023,Pays cash
C102026,Emma,Jackson,ejackson@gmail.com,06-70282968,Baker St 197,Utrecht,4114 AC,NL,27-Oct-2023,12/06/2018,11-08-2019,U1340,5,389.45,Overdue,05/06/2020,Prefers email
C100738,Noah,Lopez,nlopez@yahoo.com,224102621,Market Rd 5,Haarlemmermeer,2419 AC,Nederland,2023-02-23,2025/05/22,20270122,Unit 460,5m2,544.32,PAID,30/08/2024,Key lost
C100191,Evelyn,Williams,evelyn76@hotmail.com,+31 6 60932012,Dorpsweg 38,Eindhoven,2505,Ned.,18-Jul-2017,26/12/2018,06-Oct-2024,172A,unknown,48.3,late,02-09-2022,Moved out
C100919,Noah,Jackson,noahja@hotmail.com,664485678,Main St 27,Amstelveen,4338 B,Netherlands,07/06/2020,20241217,2023-07-28,u1403 - ,10,237.06,late,20190101,Prefers email
C100456,Liam,Williams,liamwi@gmail.com,+31 6 64615265,Stationsplein 3,Amsterdam,9539 AA,NL,2021/10/10,2025/01/16,02-18-2018,#437,12 sqm,161.92,late,04-14-2018,
C101417,William,Garcia,william16@inboxstorageeu,PHONE460 ext 418,Stationsplein 10,Eindhoven,5145 AA,Ned.,31-May-2025,18/04/2023,07-12-2024,#175,10m2,352.38,PAID,20180514,Key lost
C100675,Lucas,Miller,,610109104,Vijzelstraat 182,The Hague,2457 AA,Nederland,20220223,09-12-2022,09.09.2025,#93,—,141.95,overdue,03/02/2018,Pays cash
C100760,Oliver,Garcia,oliver86@example.com,,Oudeweg 71,Haarlem,8259 AC,Netherlands,2021-08-15,2023-07-22,03-Dec-2021,189A,10,158.28,suspended,2022-03-19,Moved out
C102097,Alexander,Miller,alexander.miller@hotmail.com,300403709,Stationsplein 119,Amstelveen,1276 AA,Ned.,01-10-2022,2016/02/12,11/02/2021,Unit 294,10,214.1,suspended,2018-01-31,Moved out
C101894,Oliver,Garcia,oliver90@outlookcom,0031-6-49406849,Oudeweg 15,Rotterdam,5412 B,Nederland,20-May-2023,20200206,02.01.2021,#200,5,196.98,Overdue,10-28-2022,
C100728,William,Thomas,williamth@inboxstorage.eu,332406186,Langestraat 102,Haarlemmermeer,3449 B,NL,2020-02-28,09.02.2020,12-04-2024,U1342,12 sqm,500.42,PAID,03-28-2020,Key lost
C101947,Ava,Brown,,0031-6-16976053,Dorpsweg 189,Amstelveen,8922 AC,Ned.,12/03/2023,20200517,28-Aug-2025,#437,—,425.71,pending,20240322,Moved out
C101399,Mia,Anderson,mia.anderson at example.com,PHONE555,Baker St 154,Amsterdam,2048 AC,NL,07-Nov-2020,2023/12/21,2024/06/23,449A,5,187.29,PAID,10-Dec-2018,Prefers email
C100412,Elijah,Martinez,elijahma@hotmail.com,667407886,Langestraat 137,The Hague,8315 AC,Netherlands,2024-06-04,11-Aug-2016,24-Nov-2022,u1329,3 sqm,287.12,PAID,2024/01/13,Pays cash
C101098,Ava,Brown,ava19@inboxstorage.eu,424001742,Hoofdstraat 62,Amstelveen,4285 AB,Nederland,25-Jun-2020,13-Jun-2016,26.03.2026,u1265,—,203.66,late,20.06.2021,Prefers email
C101516,Emma,Garcia,emma.garcia@gmail.com,PHONE129,Stationsplein 195,Rotterdam,9649,Netherlands,07/08/2023,2020/05/14,21.03.2027,U1017,15m2,250.14,Overdue,21.08.2022,警告: unpaid
C101524,Sophia,Rodriguez,sophia22@hotmailcom,PHONE955,Market Rd 35,Amstelveen,1740 AA,NL,08-17-2019,05-11-2021,2019/10/03,Unit 275,5m2,355.75,overdue,,telefono incorrecto
C100825,Elijah,Wilsn,ewilson at examplecom,727259063,Main St 179,The Hague,2217 AA,Netherlands,2022/10/17,2022-10-08,2027/08/30,Unit 270,—,511.14,overdue,2019-02-02,Key lost
C101773,Liam,Martin,liamma@hotmail.com,PHONE746,Market Rd 170,Alkmaar,5772 AA,Ned.,20230618,2023/11/21,2027/03/25,u1174,unknown,401.07,suspended,01-16-2024,Customer asked for discount
C100616,James,Hernandez,james63@inboxstorage.eu,634125383,Market Rd 183,Amsterdam,7897 B,Netherlands,21/09/2025,21/10/2022,20-Mar-2022,#438,10,468.85,PAID,2025/09/01,Prefers email
C100114,Oliver,Hernandez,oliver55@gmail.com,PHONE118,Princenhagelaan 187,Haarlemmermeer,8547,Ned.,2023/02/13,2019/09/08,2024-04-03,176A,unknown,100.44,pending,28/10/2025,警告: unpaid
C100417,Amelia,Jackson,amelia69@outlook.com,+31 6 25601999,Oudeweg 81,Rotterdam,1147 AB,Ned.,2017-10-12,2017-06-10,12-28-2026,U1327,5,496.49,pending,20210602,Prefers email
C102153,Oliver,Miller,oliver.miller@outlook.com,444021539,Dorpsweg 15,Eindhoven,4904 AC,Ned.,2017-06-09,11-08-2017,30.05.2018,396A - ,—,343.63,pending,10-31-2019,Prefers email
C101625,Liam,Hernandez,liam3@inboxstorage.eu,294508936,Dorpsweg 141,Utrecht,6288 AB,Nederland,02/08/2021,10/05/2017,2021/08/11,u1277,15m2,422.72,overdue,2025/11/14,Pays cash
C100969,Oliver,Miller,omiller@gmail.com,PHONE819,Langestraat 193,Amstelveen,8651 AB,NL,2020-02-04,20191206,08-26-2019,U1036,unknown,360.61,late,,Moved out
C100604,Olivia,Taylor,otaylor@inboxstorage.eu,685078672,Oudeweg 67,The Hague,2774 AA,Nederland,20230814,20171012,2023-05-30,#331,15m2,266.01,pending,2018-03-25,Moved out
C102157,James,Smith,jamessm@example.com,PHONE604,Oudeweg 3,Haarlem,3314,Nederland,20251015,09-21-2025,2027/11/17,Unit 13,—,178.58,suspended,06-18-2025,Customer asked for discount
C100089,William,Garcia,william.garcia@gmail.com,06-39080882,Princenhagelaan 101,Haarlem,6105 AB,Nederland,05-Feb-2024,10-Nov-2020,05-19-2026,U1418,—,223.01,late,20250204,Customer asked for discount
C100848,Alexander,Taylor,alexanderta@gmail.com,+31 6 18973324,Dorpsweg 91,Alkmaar,4476 AC,Ned.,20221209,2025/11/01,19.11.2022,u1237,—,271.09,late,20/03/2021,Moved out
C101801,Liam,Martinez,liam74@outlook.com,06-16119944,Vijzelstraat 4,Amsterdam,2293 AB,Nederland,2017/12/18,2024-06-20,06.11.2024,295A,5m2,269.54,Overdue,2020-05-20,Moved out
C102156,Sophia,Brown,sophia95@example.com,617360937,Hoofdstraat 197,Haarlemmermeer,2691 B,Netherlands,01-Sep-2017,05.05.2024,02-May-2021,u1482,—,158.22,overdue,,Prefers email
C100753,Henry,Taylor,henry.taylor@outlook.com,06-02313426,Dorpsweg 158,Utrecht,1724 AB,Netherlands,25.04.2019,21-Mar-2021,07-30-2018,U1002,10m2,410.87,suspended,09-09-2019,Pays cash
C100498,Sophia,Jones,sophia45@outlook.com,0031-6-06940978,Stationsplein 183,Haarlemmermeer,4791 AA,Netherlands,07-Feb-2019,10/09/2016,20210706,U1333,—,342.89,PAID,06-Jun-2018,Prefers email
C101276,Isabella,Thomas,isabellathomas at yahoocom,06-66872936,Vijzelstraat 50,Alkmaar,5149 B,Ned.,23/05/2025,09-Nov-2020,12.05.2021,U1023,—,406.23,overdue,30-Jan-2019,Customer asked for discount
C101325,William,Thomas,william79 at inboxstorage.eu,PHONE563,Stationsplein 28,Rotterdam,3502 AC,NL,01-14-2023,2025-01-24,11-Jun-2024,Unit 88,unknown,373.84,overdue,,Pays cash
C101630,Noah,Taylor,ntaylor@yahoo.com,PHONE530,Princenhagelaan 2,Rotterdam,4743 AA,Nederland,2023/10/06,11-26-2016,20210522,#241,1 sqm,106.49,Overdue,29-Sep-2023,telefono incorrecto
C100011,Elijah,Lopez,elijah86@outlook.com,683863840,Langestraat 19,Haarlemmermeer,9955,Nederland,14.09.2024,03-03-2018,2025-08-28,#96,3 sqm,219.92,suspended,2019/10/22,Prefers email
C100396,Harper,Miller,harpermi@yahoo.com,612434535,Dorpsweg 9,Utrecht,7234,NL,20.01.2021,14-Dec-2019,11-10-2024,U1101,unknown,304.0,Overdue,20180120,Pays cash
C100284,Sophia,Williams,sophia50@yahoo.com,695657285,Hoofdstraat 199,Alkmaar,6491,Netherlands,29.09.2016,2019/09/14,09-Oct-2022,#281,10 sqm,451.84,paid,10-13-2023,Key lost
C102149,Mia,Anderson,miaanderson@examplecom,647639449,Vijzelstraat 160,Haarlemmermeer,8745 B,Ned.,2016/01/30,20241212,20250621,#489 - ,15m2,503.84,late,20220125,
C101066,William,Hernandez,william.hernandez@yahoo.com,06-73605110,Vijzelstraat 89,Haarlemmermeer,4686 B,Nederland,12-17-2024,2016-07-25,active,U1006,—,197.61,pending,2019/05/26,Moved out
C101191,Benjamin,Smith,benjamin.smith@outlook.com,384248120,Main St 58,The Hague,3305 B,Nederland,26/02/2025,2021/09/15,2019-01-14,#281,6 sqm,408.3,suspended,24-Sep-2024,警告: unpaid
C101440,Emma,Wilson,emma24@outlook.com,,Princenhagelaan 116,Amsterdam,4626 AA,Nederland,20170823,20220312,13/02/2025,449A,15 sqm,331.13,late,05/11/2020,Customer asked for discount
C101600,Lucas,Rodriguez,lucasro@example.com,+31 6 66277148,Langestraat 146,Amstelveen,1590 B,NL,08-Dec-2021,20160905,2021/04/27,#7,12 sqm,216.98,overdue,2023/02/04,Key lost
C102055,Isabella,Gonzalez,isabella61@example.com,06-58037975,Oudeweg 193,The Hague,9543 AA,Nederland,30.12.2022,07.07.2017,21.04.2026,120A,—,509.59,pending,30-Jan-2021,
C102054,Mia,Thomas,mia80@inboxstorage.eu ,06-82402907,Main St 110,Amsterdam,8975 B,Ned.,2023/02/09,2018/11/17,2022/08/18,#199,—,414.69,PAID,06-Mar-2025,Key lost
C101450,Evelyn,Smith,evelyn97@inboxstorage.eu,506182090,Hoofdstraat 127,Alkmaar,9983 AA,Netherlands,02/04/2021,05.12.2024,20251111,358A,5m2,326.56,paid,21-Jan-2021,Customer asked for discount
C100690,William,Lopez,wlopez@hotmail.com,+31 6 28124796,Main St 160,Rotterdam,1046,NL,20.12.2022,10-13-2020,10-02-2023,u1047,5,516.15,Overdue,20250209,Key lost
C101927,James,Brown,james.brown@inboxstorage.eu ,PHONE283,Dorpsweg 130,Utrecht,8334 B,NL,2020/09/23,25.04.2018,03-Jan-2019,369A,10 sqm,266.07,paid,20230228,telefono incorrecto
C101568,Isabella,Williams,isabella.williams@yahoo.com,0031-6-47256926,Statinsplein 93,Leiden,6896 AB,Ned.,03-21-2021,20211231,20250811,U1453,—,503.08,late,2022-04-01,Prefers email
C102189,Harper,Jones,harperjo@example.com,06-86865843,Princenhagelaan 40,Utrecht,6346 AA,NL,2021/03/29,01/05/2021,2021/02/03,u1247,—,231.13,paid,20231211,Key lost
C100689,Alexander,Thomas,alexanderth@inboxstorage.eu,087879091,Main St 42,Leiden,4559 AC,Netherlands,05-Feb-2020,2021-05-12,indefinite,U1364,—,125.88,overdue,20230910,Prefers email
C100851,Lucas,Martinez,lucasma@yahoo.com,605951556,Baker St 72,Amstelveen,8845 AA,NL,11/05/2025,12.12.2021,active,u1310,10,254.75,PAID,20230625,Key lost
C101498,Lucas,Martin,lmartin@gmail.com,06-60034292,Hoofdstraat 56,Leiden,4318 B,NL,18.08.2017,02-18-2024,09-30-2024,469A,8 sqm,148.81,Overdue,05.10.2024,Prefers email
C100159,Ava,Davis,avada@gmail.com,146449369,Oudeweg 51,Utrecht,6320 AA,NL,01-Jan-2020,05/07/2024,13/07/2023,#221,12 sqm,74.69,overdue,29/06/2018,telefono incorrecto
C100895,Alexander,Rodriguez,alexander78@gmailcom,0031-6-91916545,Oudeweg 49,Utrecht,4597 AA,Nederland,20160724,20200906,13/12/2026,#7,15,198.5,paid,04-Jun-2024,Pays cash
C101864,William,Gonzalez,william62@example.com,06-14638483,Princenhagelaan 25,Haarlem,7498 AC,Ned.,2016/04/05,2022-11-19,20211102,u1380,—,463.57,paid,08-May-2022,警告: unpaid
C100257,James,Johnson,jamesjohnson@inboxstorageeu,0031-6-07551545,Market Rd 48,Leiden,3466 AB,Ned.,14-Jan-2021,27/03/2021,05-Nov-2018,u1454,unknown,232.96,pending,,telefono incorrecto
C100335,Ava,Davis,ava.davis@yahoo.com,06-00474867,Princenhagelaan 153,Utrecht,4309 AA,Ned.,2021-12-01,2017-03-29,08.06.2024,u1389,5,346.53,paid,2021-04-18,Pays cash
C102137,Emma,Thomas,ethomas@gmail.com,0031-6-61704018,Vijzelstraat 146,Alkmaar,3106 B,NL,15.12.2025,2021-11-08,23/05/2020,u1414,unknown,326.6,paid,2022/11/13,
C101039,Emma,Hernandez,emma72@outlook.com,06-75663862,Hoofdstraat 142,Haarlem,8905,NL,30-Dec-2025,02/03/2018,2021-11-15,U1475,unknown,184.04,PAID,14-Apr-2020,Pays cash
C100515,William,Williams,william.williams@inboxstorage.eu,139579656,Stationsplein 96,Amsterdam,1201 B,NL,09.08.2025,20190827,2023-11-14,U1458,—,492.93,Overdue,2019/10/15,警告: unpaid
C101348,Isabella,Moore,isabellamo@yahoo.com,06-32951707,Baker St 124,Rotterdam,7158 AB,Netherlands,29.08.2016,2020/09/28,19.08.2021,u1160,10,410.17,late,27.04.2025,Key lost
C101015,Isabella,Hernandez,isabellahe@outlook.com,0031-6-62475366,Dorpsweg 56,Haarlemmermeer,9643 AB,Netherlands,29-Nov-2019,2016/03/06,28-Feb-2025,#157,—,208.09,overdue,2018/01/14,Pays cash
C100768,Thomas,James,tjames@example.com,0031-6-85485965,Stationsplein 19,Utrecht,3148 AA,NL,09-27-2025,10/10/2016,active,#268,unknown,314.44,paid,20210310,警告: unpaid
C102164,Elijah,Gonzalez,elijah.gonzalez@yahoo.com,06-95197878,Oudeweg 167,Eindhoven,1707 AB,Netherlands,26/07/2019,20160910,17-Jul-2019,#199,unknown,484.35,late,2019/12/06,Key lost
C100441,Noah,Hernandez,noahhe@gmail.com ,0031-6-53129266,Baker St 11,Amsterdam,2152,Netherlands,2025-12-20,20/01/2021,08-04-2021,U1201,5,406.09,Overdue,02/06/2024,
C102094,Isabella,Jackson,ijackson at gmail.com,649499434,Stationsplein 180,Eindhoven,1324 B,NL,26.12.2022,2024-03-29,24.05.2020,147A,15m2,107.93,late,20201109,telefono incorrecto
C100761,Noah,Martin,nmartin@outlook.com,+31 6 36667313,Langestraat 191,Haarlemmermeer,7257 AA,NL,08/08/2016,24.03.2022,03-Jun-2021,U1238,—,61.69,pending,2019/10/12,Moved out
C101246,James,Lopez,james.lopez@yahoo.com,144251011,Langestraat 53,Alkmaar,1796,Ned.,29.07.2023,20170506,2026/01/19,Unit 92,15m2,89.44,suspended,06-25-2023,警告: unpaid
C101203,Sophia,Taylor,sophiata@gmailcom,PHONE832,Vijzelstraat 41,Utrecht,2263 AB,Ned.,14-Jul-2021,12/06/2019,24.07.2027,#54,5 sqm,283.07000000000005,pending,20191126,telefono incorrecto
C101739,Isabella,Lopez,isabella1@gmail.com,,Main St 124,Haarlem,4018 AB,Ned.,10-22-2024,10-04-2023,10.03.2027,Unit 395,5,480.75,suspended,18.12.2022,警告: unpaid
C101123,Amelia,Taylor,amelia48@inboxstorage.eu,647395800,Baker St 184,Amstelveen,5833 B,Ned.,24/11/2020,2022/12/15,2027/05/06,u1237,5,290.28,overdue,16-Jan-2019,警告: unpaid
C100521,Noah,Brown,noahbrown@hotmailcom,06-09175075,Dorpsweg 125,Haarlem,1489 AB,Ned.,12.10.2024,22/10/2019,20220323,#152,10m2,402.97,PAID,2025/09/11,telefono incorrecto
C100022,Olivia,Anderson,oliviaan@gmail.com,06-73037183,Hoofdstraat 177,Haarlemmermeer,3539 AC,Netherlands,15/10/2018,2021-08-09,20211018,U1321,5m2,391.7,overdue,2021/07/21,Pays cash
C100356,Lucas,Taylor,lucasta@yahoo.com,0031-6-70277287 ext 351,Langestraat 167,Utrecht,7336 AB,Netherlands,2020-12-19,2019/05/15,20271225,147A,—,202.84,late,06-07-2025,Moved out
C101277,Taylor,Mia,tmia@gmail.com,PHONE741,Main St 192,Haarlem,6049,Netherlands,16.10.2025,20160705,2026/11/15,Unit 230,2 sqm,116.28,PAID,2018/10/26,Customer asked for discount
C101312,Isabella,Martin,isabellama@hotmail.com,0031-6-78811090,Stationsplein 181,Utrecht,7462 B,Ned.,2016-12-26,11-Aug-2023,2022-09-09,u1209,unknown,385.69,Overdue,27-Oct-2023,Customer asked for discount
C101635,Lucas,Davis,ldavis@inboxstorage.eu,526968575,Main St 49,Haarlemmermeer,5307 B,Nederland,21/08/2018,06-Jun-2021,2027-02-27,193A,15,297.45,pending,09-02-2019,Customer asked for discount
C101992,Harper,Thomas,harper7 at inboxstorage.eu,823571510,Stationsplein 66,Haarlemmermeer,9886,Nederland,20180807,14/07/2019,05-Jul-2022,u1461,unknown,449.19,late,29.07.2023,警告: unpaid
C100340,Charlotte,Wilson�,charlotte84@example.com,06-56308292,Baker St 141,Eindhoven,3256,Ned.,20181103,2023-07-21,13/01/2026,#251,15m2,353.49,overdue,09-02-2021,Pays cash
C100431,Henry,Anderson,henry90@hotmail.com,0031-6-76074105,Oudeweg 162,Leiden,7971 AA,Ned.,05-16-2018,12.06.2019,2022-05-28,#465,10m2,66.15,late,08.11.2019,Moved out
C100473,Mia,Brown,miabr@example.com,06-15264458,Market Rd 80,Rotterdam,8786 B,Netherlands,20231127,06-13-2021,05-11-2019,224A,10m2,250.73,late,09-27-2019,Pays cash
C100217,Harper,Martin,harper46@inboxstorage.eu,+31 6 78467908,Market Rd 30,The Hague,6639,Ned.,12-Oct-2025,07-14-2017,13/08/2026,U1095,3 sqm,195.85,PAID,22-Apr-2021,
C100911,Ava,Anderson,avaan@example.com,06-56441493,Baker St 97,Leiden,6125,Netherlands,05-27-2024,2024/09/02,22-May-2022,#430,10,55.3,pending,16.09.2019,Key lost
C101227,Oliver,Thomas,oliverth@hotmail.com ,PHONE504,Market Rd 141,Alkmaar,1335 AA,Ned.,30/05/2020,2019/09/23,21-Aug-2026,Unit 92,10m2,224.42,PAID,2022-01-02,Prefers email
C101887,Noah,Davis,noahda@yahoo.com,654098113,Main St 183,Alkmaar,5713 AA,Nederland,14-Jul-2019,04-19-2025,2025-08-20,Unit 151,unknown,26.26,overdue,03-14-2021,Prefers email
C101011,Elijah,Wilson,elijah17@inboxstorage.eu,786777110,Stationsplein 51,Rotterdam,1173 B,Ned.,01-08-2018,13-Jul-2025,2022/05/01,#190,15,318.28,pending,10-11-2018,Moved out
C100957,Emma,Johnson,emma.johnson@gmail.com,0031-6-71311942,Langestraat 110,Amsterdam,7460,NL,20.08.2019,2024/01/17,03-17-2019,u1091,10,372.84,paid,2025-02-25,Pays cash
C100093,Evelyn,Thomas,evelynth@hotmail.com,643882211,Langestraat 133,Haarlemmermeer,8935 AA,NL,2023/09/09,01.03.2024,indefinite,338A,3 sqm,149.51,pending,01/01/2019,警告: unpaid
C101008,Elijah,Jackson,ejackson@outlook.com,06-75028873,Langestraat 111,Amstelveen,4280 B,Nederland,2025-09-05,09-06-2016,05-Jan-2027,U1398,6 sqm,193.8,PAID,21-Aug-2019,Key lost
C101070,Benjamin,Johnson,benjamin7@outlook.com,860054251,Baker St 175,The Hague,6744 AA,Ned.,2021/04/12,01-19-2022,20240601,#190,1 sqm,302.34,PAID,05.12.2023,Key lost
C101092,Isabella,Anderson,isabella87@example.com,0031-6-88769704,Dorpsweg 124,Haarlemmermeer,9822 B,NL,20220810,2017/09/15,07.03.2026,#200,12 sqm,154.8,pending,31.03.2024,
C101944,Mia,Jackson,miaja@gmail.com,685156008,Princenhagelaan 176,Amsterdam,2857 AA,Nederland,23.08.2021,08/05/2023,2019/12/12,Unit 191,15,132.99,Overdue,24/08/2023,Pays cash
C101308,Henry,Anderson,henry82@yahoo.com,149529247,Princenhagelaan 32,Alkmaar,7892,NL,03-14-2017,26-Sep-2016,2016-05-03,Unit 316,unknown,292.02,suspended,2021-06-16,
C100696,James,Hernandez,jhernandez@hotmail.com,607136042,Baker St 135,Eindhoven,8071 AC,NL,12-19-2017,08-07-2023,2025/11/25,Unit 197,—,49.23,late,20210306,Customer asked for discount
C101109,Olivia,Jackson,olivia.jackson@gmail.com,662690911,Market Rd 60,Leiden,3597 AC,Nederland,2020/12/01,13/11/2020,active,323A,4 sqm,377.4,pending,2024/03/17,telefono incorrecto
C100996,Elijah,Williams,elijah.williams@gmail.com,254970751,Hoofdstraat 80,Amsterdam,1939 AB,Ned.,06-11-2021,2024-03-13,03-May-2018,Unit 123,15,44.0,pending,20190730,Pays cash
C101458,Alexander,Davis,alexanderda@outlook.com,06-85853494,Main St 187,Eindhoven,4945,Ned.,2017/06/03,05-30-2018,2022/11/10,u1492,unknown,62.83,PAID,2023/07/31,
C101679,Isabella,Smith,isabellasm@example.com,693849213,Market Rd 171,The Hague,9728 B,Netherlands,2023-02-06,01-10-2020,09-12-2023,u1042,unknown,400.53,Overdue,30.10.2025,警告: unpaid
C100153,Evelyn,Taylor,evelyn.taylor@example.com,PHONE344,Dorpsweg 187,Haarlemmermeer,5956 AB,Ned.,2023-05-11,31/01/2020,2021-11-14,u1026,10m2,450.63,pending,18-Aug-2021,Moved out
C101099,Elijah,Wilson,elijahwi@outlook.com,PHONE484,Stationsplein 194,Haarlemmermeer,3227 B,Ned.,2022-05-04,27-Sep-2022,18-May-2024,U1101,5,544.06,PAID,20201125,Prefers email
C102036,Liam,Wilson,liam.wilson@gmail.com,PHONE305,Hoofdstraat 190,The Hague,2369,Nederland,22.10.2021,02-14-2019,05-08-2025,U1097,—,70.92,late,03-Feb-2024,Customer asked for discount
C102199,Noah,Williams,noah.williams@inboxstorage.eu,PHONE590,Main St 76,Alkmaar,4943 B,Nederland,20240212,16-Jul-2020,07-02-2026,u1034,5 sqm,412.59,late,2019/09/24,
C100789,Evelyn,Smith,evelyn.smith@gmail.com,PHONE849,Main St 85,Amsterdam,4971 AC,Nederland,20170504,20/10/2020,03.04.2020,U1165,5m2,158.8,late,20181229,Moved out
C100580,Evelyn,Hernandez,evelyn94@example.com,480632448,Baker St 72,Haarlem,3774 B,Netherlands,10.06.2020,05-03-2024,27/06/2021,Unit 240,—,322.53,paid,04.05.2021,警告: unpaid
C101470,Emma,Martin,emma.martin@inboxstorage.eu,PHONE573,Dorpsweg 159,Alkmaar,8838 B,NL,2019-12-22,2016-03-04,06-20-2027,U1475,10,254.31,overdue,09-21-2018,Moved out
C100703,Benjamin,Wilson,bwilson@yahoo.com,+31 6 51344553,Oudeweg 119,Alkmaar,1093 AC,NL,2023/06/24,2017-04-11,07-29-2025,U1453,10,543.35,paid,03-Oct-2022,Prefers email
C101212,Liam,Wilson,liamwi@inboxstorage.eu,0031-6-30612126,Main St 28,Amsterdam,3532,Netherlands,25-Apr-2018,2020/05/31,20180125,424A,—,511.87,suspended,20221210,telefono incorrecto
C101295,Lucas,Rodriguez,lucasro@example.com,0031-6-45895496,Oudeweg 13,Rotterdam,4097 AA,Ned.,12.08.2024,2019-12-20,2025/09/28,58A,15m2,247.49,suspended,23.11.2024,telefono incorrecto
C101971,James,Garcia,jamesga@example.com,PHONE292,Main St 82,Amstelveen,8036,Ned.,07-30-2020,2017/10/28,20240608,#187,5m2,23.77,overdue,09-11-2022,telefono incorrecto
C101260,Ava,Garcia,avaga@gmail.com,PHONE186,Vijzelstraat 145,Amstelveen,5492 AA,NL,15/02/2020,2021/12/05,08.02.2019,#413,10 sqm,283.07000000000005,PAID,01.08.2022,Customer asked for discount
C100487,Amelia,Brown,abrown@inboxstorage.eu,414058067,Princenhagelaan 111,The Hague,6068,NL,2016-01-23,2016-02-25,2018-06-03,U1150,10,350.33,Overdue,20240103,telefono incorrecto
C101624,Emma,Miller,emma93@example.com,0031-6-15111017,Oudeweg 165,Rotterdam,8223 AA,NL,11-06-2018,2016-08-22,07-Oct-2019,#488,unknown,183.58,late,2021-01-20,telefono incorrecto
C100559,Harper,Rodriguez,harperro@inboxstorage.eu,06-66481105,Oudeweg 58,The Hague,2363 AB,Nederland,20240428,02-01-2017,2020-01-01,288A,unknown,224.23,pending,2018-03-08,telefono incorrecto
C101141,Alexander,Anderson,alexanderan@gmail.com,PHONE383,Vijzelstraat 72,Leiden,8110 AC,Nederland,30/01/2020,2018/10/14,2026-01-05,U1448,5m2,547.93,paid,2019/02/15,Moved out
C102044,Benjamin,Lopez,benjamin.lopez@hotmail.com,06-44311124,Princenhagelaan 72,Utrecht,1258,Netherlands,12-25-2024,11-Jul-2025,07.06.2020,#417,5,405.4,late,02-19-2022,
C101119,Elijah,Thomas,elijah43@inboxstorageeu,06-01067645,Stationsplein 39,Eindhoven,1390 AB,Netherlands,2021-04-28,16/11/2023,active,U1330,15m2,143.53,PAID,2023/10/22,Key lost
C100801,Garcia,William,garcia.william@example.com,615122658,Main St 33,Utrecht,1284 AC,Nederland,20170831,02/09/2019,2018-06-16,326A,2 sqm,490.94,overdue,21/05/2023,
C100512,Sophia,Anderson,sophia.anderson@gmail.com,06-46709960,Dorpsweg 190,Leiden,9812 B,Nederland,01-04-2021,19/08/2021,2020-08-17,447A,unknown,54.35,pending,08-15-2024,
C100633,Emma,Martinez,emma97@inboxstorage.eu,+31 6 96838252,Stationsplein 6,Rotterdam,3941 AA,Nederland,2018/05/08,10-17-2019,20190131,#417,15m2,92.29,late,02-09-2019,Moved out
C101752,Alexander,Gonzalez,agonzalez at gmail.com,652158054,Hoofdstraat 74,Utrecht,5321,NL,02/12/2023,20240109,14.02.2022,274A,—,430.36,paid,09-29-2021,Key lost
C101664,Olivia,Martinez,omartinez at hotmail.com,+31 6 07942598,Drpsweg 92,Haarlemmermeer,2695 B,Ned.,09-26-2024,20180409,31/03/2026,U1474,15 sqm,136.86,PAID,,
C101012,Lucas,Thomas,lucasth@gmail.com,06-68587325,Princenhagelaan 129,Amstelveen,8407 AB,Netherlands,24-Mar-2020,21-Oct-2022,2020/03/28,145A,—,111.79,suspended,07-18-2025,
C101829,Lucas,Williams,lwilliams@inboxstorage.eu,PHONE183,Market Rd 13,Amstelveen,9739 B,Ned.,2023/06/27,16.06.2017,04/08/2019,#435,5 sqm,482.17,suspended,2024-10-12,警告: unpaid
C101150,James,Taylor,jtaylor@yahoo.com,06-99860778,Princenhhagelaan 117,Eindhoven,7173,Nederland,2019/08/30,27-Nov-2020,21-Oct-2020,U1333,6 sqm,131.12,pending,2019-11-30,Prefers email
C100790,Olivia,Gonzalez,oliviago@gmail.com,656336061,Princenhagelaan 113,Utrecht,1643,Netherlands,2020/08/10,22/06/2016,28.04.2020,U1383,unknown,97.28,late,02-06-2018,Moved out
